"GeneName","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FADS2",10333.3356475355,-1.37453157348425,0.0352397487061003,-39.0051468569725,0,0
"FSCN1",11027.6824132792,-1.86988145378836,0.0364037783358876,-51.3650378962172,0,0
"GABBR1",10992.0151105477,-2.09130693531509,0.0378739986720815,-55.2174845181236,0,0
"GNAO1",15990.8385599779,-1.61320339643915,0.026192248442568,-61.590871053947,0,0
"GPR26",5527.27555865917,2.23370896233396,0.0452216477392567,49.3946831661971,0,0
"HPCAL4",5638.61732242129,-2.17808161951231,0.0414563792047342,-52.5391184974394,0,0
"INA",47750.4460355819,-0.871494572301853,0.0207201453985293,-42.0602537067,0,0
"ISL1",7745.15757023723,-1.313138614599,0.0333038520406188,-39.4290310021026,0,0
"ITGB1",18559.4884714897,1.06400446264269,0.0246395878200013,43.1827216597748,0,0
"KIAA1191",5180.10562683431,-1.99358099017335,0.041028299054874,-48.5903884903198,0,0
"KIAA1522",2434.31448913368,-2.40323964861211,0.0635286451236159,-37.8292287508386,0,0
"KIF3C",22687.8994742686,-1.1851531258981,0.0250136546299454,-47.3802466465368,0,0
"KIF5A",36337.8862135323,-2.37013634209459,0.0199811359355612,-118.618698643473,0,0
"LASP1",5024.73619187932,-3.45546018714332,0.0510031848000201,-67.7498905351095,0,0
